Finale,,,,
dim 21/08/2016,DANEMARK,28 - 26,FRANCE,Live
Match pour la 3e place,,,,
dim 21/08/2016,POLOGNE,25 - 31,ALLEMAGNE,Live
Demi-finales,,,,
sam 20/08/2016,POLOGNE,28 - 29,DANEMARK,Live
ap,,,,
ven 19/08/2016,FRANCE,29 - 28,ALLEMAGNE,Live
Quarts de finale,,,,
jeu 18/08/2016,CROATIE,27 - 30,POLOGNE,Live
mer 17/08/2016,DANEMARK,37 - 30,SLOVENIE,Live
,ALLEMAGNE,34 - 22,QATAR,Live
,BRESIL,27 - 34,FRANCE,Live
