Finale  (+0.20m/s) 15/08/2016  
1	J. GATLIN	 USA	10''01		Q
2	D. BAILEY	 ANT	10''20		Q
3	R. SORRILLO	 TRI	10''23		
4	G. PHIRI	 ZAM	10''27		
5	L. JAKUBCZYK	 ALL	10''29		
6	O. EGWERO	 NGA	10''37		
6	H. KOFFI	 CIV	10''37		
8	R. TELTULL	 PLW	10''64		
9	R. PANDEV	 MAC	10''71		
Serie 3 (-0.10m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	Z. XIE	 CHN	10''08		Q
2	N. ASHMEADE	 JAM	10''13		Q
3	H. TAFTIAN	 IRN	10''17		q
4	K. COLLINS	 SKN	10''18		q
5	A. MOHAMMED	 ARS	10''26		
6	A. OUHADI	 MAR	10''34		
6	K. HYMAN	 CAI	10''34		
8	D. WESH	 HAI	10''39		
Serie 4 (-0.50m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	A. DE GRASSE	 CAN	10''04		Q
2	A. CAMBRIDGE	 JAP	10''13		Q
3	B. SU	 CHN	10''17		q
4	J. VICAUT	 FRA	10''19		q
5	C. MARTINA	 HOL	10''22		
6	E. MATADI	 LBR	10''31		
7	J. REUS	 ALL	10''34		
8	J. ROLLE	 BAH	10''68		
9	S. HADI	 INO	10''70		
Serie 5 (+0.20m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	B. MEITE	 CIV	10''03		Q
2	T. BROMELL	 USA	10''13		Q
3	C. LEMAITRE	 FRA	10''16		q
4	C. GREENE	 ANT	10''20		q
5	K. BLEDMAN	 TRI	10''20		
6	A. HAYNES	 CAN	10''22		
7	G. MVUMVURE	 ZIM	10''28		
8	H. SAAID	 MDI	10''47		
-	S. FILIMONE	 TON	DNS		
Serie 6 (-0.80m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	Y. BLAKE	 JAM	10''11		Q
2	J. HARVEY	 TUR	10''14		Q
3	B. AL-HARTHI	 OMN	10''22		
4	M. LEHATA	 LES	10''25		
5	J. ELLINGTON	 GBR	10''29		
6	H. BRUINTJIES	 AFS	10''33		
7	P. ZHANG	 CHN	10''36		
8	A. ADAMS	 SKN	10''39		
Serie 7 (-0.40m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	U. BOLT	 JAM	10''07		Q
2	A. FISHER	 BRN	10''12		Q
3	J. DASAOLU	 GBR	10''18		q
4	Y. KIRYU	 JAP	10''23		
5	S. HART	 BAH	10''28		
6	R. THOMPSON	 TRI	10''29		
7	J. BEST	 SLU	10''39		
8	J. THEMEN	 SUR	10''47		
9	J. YAP	 SIN	10''79		
Serie 8 (-1.30m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	A. SIMBINE	 AFS	10''14		Q
2	R. YAMAGATA	 JAP	10''20		Q
3	A. BROWN	 CAN	10''24		
4	R. GITTENS	 BAR	10''25		
5	S. BOCKARIE	 HOL	10''36		
5	V. DOS SANTOS	 BRE	10''36		
7	K. KIM	 CDS	10''37		
8	B. LAWRENCE	 SKN	10''55		
9	M. ABUKHOUSA	 PLE	11''89		
Tour préliminaire  (+0.20m/s) 13/08/2016  
Les 2 premiers de chaque série + les 2 meilleurs temps qualifiés
Serie 1 (-0.20m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	R. PANDEV	 MAC	10''72		Q
2	S. HADI	 INO	10''77		Q
3	M. ABUKHOUSA	 PLE	10''82		q
4	H. DA SILVA	 GUB	10''97		
5	W. BINGANGOYE	 GAB	11''03		
6	M. DANSOKO	 GUI	11''05		
7	A. ZAHIRI	 AFG	11''56		
8	R. SIMEON	 MHL	11''81		
Serie 2 (+0.40m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	H. SAAID	 MDI	10''43		Q
2	S. FILIMONE	 TON	10''76		Q
3	L. BEZZINA	 MLT	11''04		
4	M. AHMED	 BAN	11''34		
5	I. SILAFAU	 ASA	11''51		
6	J. RUUKA	 KIB	11''65		
7	H. LEITE	 AGO	11''65		
Serie 3 (-0.30m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	R. TELTULL	 PLW	10''53		Q
2	J. YAP	 SIN	10''84		Q
3	M. ISMAIL	 BRU	10''92		q
4	I. KAMARA	 SIE	10''95		
5	K. KITSON	 MIC	11''42		
6	J. EL MOCTAR	 MAU	11''44		
7	E. TIMUANI	 TUV	11''81	
