FINALElundi 8 août
RangAthlète Perf.Rec.
1.,K.Ledecky (USA),3'56''46,RM
2.,J.Carlin (GBR),4'01''23,
3.,L.Smith (USA),4'01''92
4.,B.Kapas (HON),4'02''37
5.,B.MacLean (CAN),4'04''69
6.,T.Cook (AUS),4'05''30
7.,J.Ashwood (AUS),4'05''68
8.,C.Balmy (FRA),4'06''98
