Finale (+0.50m/s)14/08/2016 
7	R. ZANG MILAMA	GAB	11''67		
8	S. WAHI	SUR	12''25		
Serie 5 (-0.70m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	T. BARTOLETTA	USA	11''23		Q
2	E. SWOBODA	POL	11''24		Q
3	O. POVH	UKR	11''39		q
4	K. BAPTISTE	TRI	11''42		
5	J. MADU	NGA	11''61		
6	N. SHARIPOVA	OUZ	11''68		
7	D. CHAND	IND	11''69		
8	P. TAEA	COO	12''41		
Serie 6
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	M. AHYE	TRI	11''00		Q
2	C. WILLIAMS	JAM	11''27		Q
3	A. PHILIP	GBR	11''34		q
4	C. EMMANUEL	CAN	11''43		
5	V. ZYABKINA	KAZ	11''69		
6	M. POPOWICZ	POL	11''70		
7	I. JASIM	BRN	11''72		
8	C. WINGFIELD	MLT	11''90		
Serie 7 (-1.00m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	E. THOMPSON	JAM	11''21		Q
2	R. SANTOS	BRE	11''25		Q
3	S. HACKETT	TRI	11''35		q
4	T. WISIL	PNG	11''48		
5	O. SAFRONOVA	KAZ	11''50		
6	A. CONLEY	AFS	11''57		
7	M. BREEN	AUS	11''74		
8	M. AL ALAWI	OMN	12''43		
Serie 8 (-0.20m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	E. GARDNER	USA	11''09		Q
2	C. HORN	AFS	11''32		Q
3	I. LALOVA	BUL	11''35		q
4	D. NEITA	GBR	11''41		
5	R. HAASE	ALL	11''47		
6	Q. YUAN	CHN	11''56		
7	F. KRASUCKI	BRE	11''67		
8	Z. ZULKIFLI	MAL	12''62		
Tour préliminaire (+0.50m/s)12/08/2016 
Les 2 premières de chaque série + les 2 meilleurs temps qualifiées
Serie 1 (+0.90m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	H. KAMARA	SIE	12''24		Q
2	S. SEAVULA	FID	12''34		Q
3	R. TUGADE	GUM	12''52		
4	M. KEITA	GUI	12''66		
5	S. AKTER	BAN	12''99		
6	M. CRESS	MHL	13''20		
7	L. NETO	AGO	13''58		
8	K. YOUSUFI	AFG	14''02		
Serie 2 (-0.20m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	S. WAHI	SUR	12''09		Q
2	P. TAEA	COO	12''30		Q
2	M. AL ALAWI	OMN	12''30		q
4	L. LOPES	CPV	12''38		
5	P. NDZINISA	SWA	12''49		
6	T. HALASIMA	TON	12''80		
7	L. PHOUTTHAVONG	LAO	12''82		
8	L. HENRY	MIC	13''53		
Serie 3 (-0.20m/s)
Rang	Athlète	Nation	Perf.	Rec.	Qual.
1	C. WINGFIELD	MLT	11''86		Q
2	C. BOUELE	CON	11''98		Q
3	Z. ZULKIFLI	MAL	12''12		q
4	P. PESSE	TOG	12''38		
5	D. KASSIM	COM	12''53		
6	J. MAGEO	ASA	13''72		
7	K. ABULJADAYEL	ARS	14''61		
8	K. TEWAAKI	KIB	14''70
